global_ids,types,X,Y,Z,areas,ax1s,ax2s,gyrations,volumes,Rand,Rank,Train
2$FBrUmUz2c9e1OcADYmDo,IfcWallStandardCase,1.308,0.324,2.168,5.123936,18.95034657,1.190324546,0.321848826,0.270387456,0.125644189362699,1123,2
3Egy$LBd99weR14rW4bpkz,IfcWallStandardCase,0.368,1.042,4.668,9.308272,14.72768639,0.392160609,0.247855469,0.632025408,0.123493711728602,1124,2
1qc5HjZvrCsga38tqxQ31p,IfcWallStandardCase,0.254,0.489,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.122611272448623,1125,2
3Egy$LBd99weR14rW4bsu_,IfcWallStandardCase,0.324,3.093,4.668,27.677376,17.26798372,0.521522554,0.835903952,1.602814576,0.121392429364567,1126,2
3pms57Ad5AVAb74jf4yKYG,IfcWallStandardCase,0.254,0.363,4.668,1.956716,49.75460326,1.260420373,0.049568976,0.039327336,0.121039899394433,1127,2
0UkNSLJf55phwJDF$vXKDq,IfcWallStandardCase,1.2745,0.254,4.778,10.448592,39.33523989,1.16919669,0.310572891,0.265629294,0.120729362756768,1128,2
3Egy$LBd99weR14rW4bm23,IfcWallStandardCase,0.324,4.122,4.668,33.751724,17.48078578,0.620452666,1.197963718,1.930789864,0.120439774209956,1129,2
2j55VthSj3Lu0J6fyrpHVz,IfcWallStandardCase,3.537747734,0.254,0.7,3.75222449,41.6362435,10.69307081,0.963650868,0.090119189,0.119509098195057,1130,2
0tIhQ6hmz02e5gznEed41D,IfcWallStandardCase,0.39,0.254,4.668,2.200904,48.0109804,1.243856337,0.057020464,0.04584168,0.119158717046441,1131,2
0tIhQ6hmz02e5gznEed7S$,IfcWallStandardCase,0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0.133702406,0.0621,0.118998795854418,1132,2
3LbNSBzHHBSuzhUUvuwF_3,IfcWallStandardCase,0.324,4.122,4.668,37.127712,17.08660374,0.521304508,1.132749605,2.172913504,0.117933468365016,1133,2
3NhaIUfh12PAdrGa$S3xZS,IfcWallStandardCase,0.55,0.324,4.778,4.426744,22.28018997,0.53949596,0.107189863,0.1986852,0.117044735856088,1134,2
0mxk1RW8H5mvX1dNnpRq1S,IfcWallStandardCase,0.886025,0.254,4.668,6.6869541,40.40001026,1.200172674,0.198650929,0.165518624,0.114886341404578,1135,2
0FjJ0UB3L9TeJ_1ozA7uz6,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.111581730385664,1136,2
1uDBQ9y7vCyxXlpVEuenVP,IfcWallStandardCase,0.254,0.543,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.110419120135687,1137,2
3LbNSBzHHBSuzhUUvuwEsr,IfcWallStandardCase,0.324,3.396,4.668,30.460128,17.20244206,0.521436176,0.923299879,1.770686272,0.109455478673419,1138,2
0GqcYYjeX4e8lXEYRY1vmV,IfcWallStandardCase,0.324,3.404,1.85,11.776992,17.9653732,1.411980668,0.925607548,0.6555384,0.108580222452961,1139,2
3Egy$LBd99weR14rW4bp_M,IfcWallStandardCase,1.805975,0.384,4.668,16.5862154,12.56254219,0.353435595,0.466637949,1.320291319,0.107778704909675,1140,2
0tIhQ6hmz02e5gznEed53H,IfcWallStandardCase,0.254,0.492,4.668,3.123392,44.33397968,1.216759228,0.08572242,0.070451424,0.107700919353397,1141,2
0tIhQ6hmz02e5gznEed4pp,IfcWallStandardCase,0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0.133702406,0.07452,0.107644022629922,1142,2
0dxE1Sy6nDqfpDb5vIMNiA,IfcWallStandardCase,0.352,4.36,2.795,23.64392,14.40937688,0.732349076,1.201689921,1.6408704,0.103871924241002,1143,2
2d8HbdSu9Fr9Na0iagzMJq,IfcWallStandardCase,0.254,0.796,4.88,6.148368,40.82009216,1.146951539,0.172755125,0.15062112,0.102655957879103,1144,2
3Egy$LBd99weR14rW4brTP,IfcWallStandardCase,0.639000732,0.324,4.668,5.13984672,21.13246089,0.541430683,0.131687016,0.243220453,0.101010218354323,1145,2
2swCE4wQv4FQUyYlPu_cKr,IfcWallStandardCase,0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2.030309841,2.7417,0.0992282538459111,1146,2
3PjqCTEJ92xBVrThOdcFe4,IfcWallStandardCase,7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,2.163567942,1.30455,0.09908445688902,1147,2
2$FBrUmUz2c9e1OcADYmrb,IfcWallStandardCase,1.814840388,6.878359876,0.868,10.72196554,19.50407377,3.387287766,1.862092151,0.549729542,0.0987274598720319,1148,2
2j55VthSj3Lu0J6fyrpN4I,IfcWallStandardCase,4.170024859,0.324,4.668,27.44080831,18.62730225,0.778718801,1.147169519,1.473149893,0.098383812693158,1149,2
2_TmT90dD0x8tJSTjyTcgj,IfcWallStandardCase,1.182,0.324,2.168,4.596752,19.1819523,1.192333274,0.285730059,0.239639424,0.0965747957533478,1150,2
0a26emm81ApgimaT$yxiRz,IfcWallStandardCase,0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,2.018395148,3.31058,0.0950875464511763,1151,2
3Egy$LBd99weR14rW4bnti,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.0948757426124916,1152,2
1qc5HjZvrCsga38tqxQ3NV,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.0948163232958247,1153,2
1uDBQ9y7vCyxXlpVEuenuM,IfcWallStandardCase,0.254,1.166,4.668,9.219048,39.55505799,1.198339717,0.279295542,0.233068752,0.0941742440925138,1154,2
2d8HbdSu9Fr9Na0iagzekj,IfcWallStandardCase,0.254,0.50856129,4.778,3.352935788,43.95560349,1.185470058,0.09042772,0.076280054,0.0931119257916705,1155,2
1FRaOMi8D0ewtxP950tv24,IfcWallStandardCase,0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,2.018395148,3.31058,0.0928471257611277,1156,2
3LbNSBzHHBSuzhUUvuwEwL,IfcWallStandardCase,1.8478,0.324,4.668,16.2414592,17.79039936,0.522517366,0.477023832,0.91293393,0.0926268690242371,1157,2
0bpfxAz3XBrAx$RjFuHwuL,IfcWallStandardCase,6.30124839,0.324,4.778,35.03577159,17.44797425,0.924883015,1.85717778,2.008013715,0.0923872028420111,1158,2
2j55VthSj3Lu0J6fyrpKr9,IfcWallStandardCase,0.550025,0.324,4.668,4.3226936,22.29053741,0.552773687,0.107196665,0.193925051,0.091471534941198,1159,2
3Egy$LBd99weR14rW4bsar,IfcWallStandardCase,0.254,0.569,4.668,3.816,47.3538152,1.249982916,0.100729683,0.080584848,0.0895025758624354,1160,2
3Egy$LBd99weR14rW4brB1,IfcWallStandardCase,2.986999877,0.324,4.668,26.70387087,17.29427737,0.521559619,0.805333488,1.544087116,0.0894879179343501,1161,2
35QeWibpT4DfyH3NIf2nyh,IfcWallStandardCase,0.324,1.5,4.778,9.984556,20.13624444,0.832982515,0.413034347,0.49584996,0.0894779103195295,1162,2
3Egy$LBd99weR14rW4bnhK,IfcWallStandardCase,0.324,4.122,4.668,37.127712,17.08660374,0.521304508,1.132749605,2.172913504,0.0875943671704763,1163,2
3LbNSBzHHBSuzhUUvuwFFJ,IfcWallStandardCase,0.368,2.202,4.668,20.052032,13.5809948,0.386343769,0.570427846,1.476477408,0.0869781507475678,1164,2
2KFJU1X6rEj8WoLfE51FCJ,IfcWallStandardCase,0.3,2.124976774,2.8,6.655874578,24.61547051,2.657948327,0.718693177,0.270393961,0.0862655709473564,1165,2
0tIhQ6hmz02e5gznEed4ct,IfcWallStandardCase,0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0.133702406,0.0621,0.0860027846014309,1166,2
1uDBQ9y7vCyxXlpVEuentX,IfcWallStandardCase,0.254,0.3146,4.668,1.5189864,54.93667159,1.322647113,0.03657089,0.027649771,0.0859146801280797,1167,2
1qc5HjZvrCsga38tqxQ3Do,IfcWallStandardCase,0.254,0.341000627,4.668,1.757753671,51.66899869,1.281214787,0.043586291,0.034019503,0.0858219576455823,1168,2
0$T_kKFfj6eQu9LjJc1LCA,IfcWallStandardCase,0.467,5.2,1.105,12.20327,10.10058146,1.196376472,1.445432144,1.208175,0.085670199009221,1169,2
3Egy$LBd99weR14rW4bm4Y,IfcWallStandardCase,0.324,3.068,4.668,27.447776,17.2740099,0.521530927,0.828693751,1.588963776,0.0856562865048878,1170,2
3NhaIUfh12PAdrGa$S3xFl,IfcWallStandardCase,1.299303082,0.368,4.778,11.97279285,14.16096838,0.379697299,0.321025864,0.845478398,0.084670801478621,1171,2
3Egy$LBd99weR14rW4bpGn,IfcWallStandardCase,5.728303082,0.368,4.668,52.75967418,12.71416414,0.384757747,1.596620362,4.149676973,0.0842294441552215,1172,2
3NhaIUfh12PAdrGa$S3ytQ,IfcWallStandardCase,0.324,6.478,4.88,54.198456,17.15683038,0.575979131,1.819519042,3.15900168,0.0838959633803747,1173,2
3Egy$LBd99weR14rW4bro_,IfcWallStandardCase,0.324,2.579,4.668,22.9568,17.4173492,0.521751455,0.687690398,1.318042128,0.0836831046418438,1174,2
3Egy$LBd99weR14rW4bgQB,IfcWallStandardCase,0.324,4.09,4.778,37.716904,17.08004307,0.508782821,1.123516652,2.20824408,0.082600670128594,1175,2
3Egy$LBd99weR14rW4bnoc,IfcWallStandardCase,3.922,0.324,4.668,35.290912,17.11400535,0.521333232,1.07504496,2.062107104,0.0817391989851481,1176,2
2j55VthSj3Lu0J6fyrpGQ3,IfcWallStandardCase,2.039046059,0.467,3.108195686,13.23163872,9.265868678,0.375667851,0.53645281,1.427997653,0.0805937649968185,1177,2
2j55VthSj3Lu0J6fyrpGuc,IfcWallStandardCase,0.343,1.086,1.0785,2.061349,18.51995818,2.327639919,0.259076083,0.111304193,0.0802189271383025,1178,2
0tIhQ6hmz02e5gznEedAeu,IfcWallStandardCase,0.254,0.87191186,4.668,6.559314862,40.4612455,1.200329526,0.194589642,0.162113518,0.0785297830388865,1179,2
1bbFHrU4DBhx4YioP6eGsS,IfcWallStandardCase,0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,2.018395148,3.31058,0.0776502044395874,1180,2
3NhaIUfh12PAdrGa$S3zuw,IfcWallStandardCase,11.98,0.324,4.778,98.410512,17.20860137,0.606957249,3.470995253,5.7186816,0.0774976445657503,1181,2
3LbNSBzHHBSuzhUUvuwDT4,IfcWallStandardCase,2.868000143,0.324,4.668,25.61097731,17.32628498,0.521606601,0.771016686,1.478157455,0.076137904123618,1182,2
2j55VthSj3Lu0J6fyrpNkx,IfcWallStandardCase,1.964,0.254,0.7,2.008512,42.17082389,10.69668011,0.50946148,0.047628,0.0747957441792922,1183,2
0tIhQ6hmz02e5gznEed5cu,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.0747631028333503,1184,2
0tIhQ6hmz02e5gznEed4bw,IfcWallStandardCase,0.254,0.482,4.668,3.032952,44.57686319,1.218210493,0.082885463,0.068038704,0.0732028391030997,1185,2
3Egy$LBd99weR14rW4beb8,IfcWallStandardCase,0.324,1.91,4.778,13.840196,18.99572037,0.704619955,0.513382914,0.72859548,0.072250661926524,1186,2
3NhaIUfh12PAdrGa$S3yD$,IfcWallStandardCase,0.554,0.324,4.778,4.46436,22.21562177,0.538819548,0.108278961,0.200955888,0.0709119355712975,1187,2
0bk1ZfURb7DB4FOIglu8re,IfcWallStandardCase,2.832,0.384,4.668,26.42759335,12.42096679,0.358560526,0.762894864,2.127659931,0.0706759280465837,1188,2
3Egy$LBd99weR14rW4bnPB,IfcWallStandardCase,0.324,7.896499307,4.668,61.66474963,17.43056857,0.630748947,2.231423246,3.537735984,0.0705896783939803,1189,2
3Egy$LBd99weR14rW4bsfV,IfcWallStandardCase,0.9024,0.254,4.668,6.8350496,40.33204502,1.200002378,0.203363746,0.169469453,0.070574468686398,1190,2
3Egy$LBd99weR14rW4bfXX,IfcWallStandardCase,11.396,0.324,4.778,103.04654,16.85548367,0.537675506,3.287096452,6.113532072,0.0703164915613446,1191,2
2d8HbdSu9Fr9Na0iagzNf5,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.0698533914488057,1192,2
0tIhQ6hmz02e5gznEed5fV,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.0694578921365111,1193,2
1uDBQ9y7vCyxXlpVEuenuo,IfcWallStandardCase,0.446,0.254,4.668,2.707368,45.61474591,1.224958986,0.072704883,0.059352912,0.0671600168998117,1194,2
0UkNSLJf55phwJDF$vXKEj,IfcWallStandardCase,0.342,0.254,4.778,1.809912,51.55841608,1.249307614,0.043855824,0.035104104,0.0668129907988816,1195,2
0tIhQ6hmz02e5gznEed4RU,IfcWallStandardCase,0.254,0.56,4.668,3.734604,47.62711475,1.252900331,0.098244175,0.0784134,0.0662119605802718,1196,2
35QeWibpT4DfyH3NIf2o$C,IfcWallStandardCase,32.52,0.324,4.778,268.9182855,17.07100532,0.587742536,9.258664737,15.75292612,0.0659238060654528,1197,2
3LbNSBzHHBSuzhUUvuwDxk,IfcWallStandardCase,6.317,0.324,4.668,50.534616,17.39713558,0.648349492,1.88330386,2.904766464,0.0652105132771083,1198,2
3MOOG5txfDyunpNn2Iq9N7,IfcWallStandardCase,5.14375161,0.324,2.2715,22.22174532,17.49906728,1.124188975,1.427587008,1.269881701,0.0625598426860116,1199,2
0niaWDKEXA48tluuFcC0tN,IfcWallStandardCase,0.467,1.75,2.227,8.193818,9.767639107,0.541245123,0.454036434,0.83887395,0.0617973880341062,1200,2
2j55VthSj3Lu0J6fyrpHX3,IfcWallStandardCase,0.405,0.254,4.778,2.393544,47.23000659,1.207556149,0.061197086,0.05067846,0.0610852923754546,1201,2
3Egy$LBd99weR14rW4bqlt,IfcWallStandardCase,0.58,0.254,4.668,3.919264,42.74782251,1.208492098,0.110798616,0.09168336,0.0602251277476186,1202,2
3Egy$LBd99weR14rW4bsB3,IfcWallStandardCase,1.059998865,0.324,4.778,9.222773326,18.89148872,0.513783363,0.250827638,0.488197276,0.0597566572506346,1203,2
3NhaIUfh12PAdrGa$S3zQk,IfcWallStandardCase,0.254,6.893637115,4.778,62.50427823,37.77270025,1.167760984,1.932349473,1.654747418,0.0596925002596973,1204,2
3Egy$LBd99weR14rW4bgL1,IfcWallStandardCase,0.324,0.549,4.778,4.41734,22.29656328,0.539668571,0.106917803,0.198117528,0.0595056744805185,1205,2
2j55VthSj3Lu0J6fyrpHX3,IfcWallStandardCase,0.405,0.254,4.778,2.393544,47.23000659,1.207556149,0.061197086,0.05067846,0.05735086854129,1206,2
3Egy$LBd99weR14rW4bpCq,IfcWallStandardCase,3.862,0.324,4.668,34.739872,17.12280948,0.521342779,1.057734214,2.028865184,0.057123310236903,1207,2
3NhaIUfh12PAdrGa$S3yWN,IfcWallStandardCase,0.324,2.74,4.778,25.021504,17.35330583,0.509130145,0.734108076,1.44188688,0.0558970967008371,1208,2
2O2Fr$t4X7Zf8NOew3FK80,IfcWallStandardCase,9,0.617,1.45,30.3817,6.623435797,0.554434644,2.543191712,4.587,0.0558714589006984,1209,2
0niaWDKEXA48tluuFcC0nG,IfcWallStandardCase,1.725,0.467,1.77,6.44123,10.07599746,0.699125021,0.446925982,0.63926475,0.0556789145147618,1210,2
2d8HbdSu9Fr9Na0iagzehs,IfcWallStandardCase,0.254,0.543,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.0532824132053344,1211,2
0bk1ZfURb7DB4FOIglu8zr,IfcWallStandardCase,0.254,0.552,4.668,3.666032,43.16648279,1.210468978,0.102802399,0.084927744,0.0526051494711438,1212,2
0dxE1Sy6nDqfpDb5vIMN_Z,IfcWallStandardCase,0.352,4.36,2.795,23.64392,14.40937688,0.732349076,1.201689921,1.6408704,0.0522237226679182,1213,2
3Egy$LBd99weR14rW4btkJ,IfcWallStandardCase,0.324,3.52456129,4.778,32.39951837,17.16748739,0.50887812,0.960385503,1.887260356,0.051950354041187,1214,2
3Egy$LBd99weR14rW4bsfy,IfcWallStandardCase,0.254,0.553,4.668,3.675076,43.15038699,1.210390241,0.103087746,0.085169016,0.0505106695776935,1215,2
2d8HbdSu9Fr9Na0iagzel4,IfcWallStandardCase,0.254,0.45456129,4.778,2.852679788,45.33056313,1.193707066,0.075120709,0.062930606,0.0502199483782982,1216,2
197mqEVor8ZRDjVbXCpppU,IfcWallStandardCase,0.384,0.8,4.778,7.399104,14.63977055,0.358453849,0.18116659,0.5054112,0.0501810492726476,1217,2
3NhaIUfh12PAdrGa$S3zpa,IfcWallStandardCase,1.2384,0.324,4.778,10.9004576,18.49194432,0.512137425,0.301889958,0.589470605,0.049952703896206,1218,2
3Egy$LBd99weR14rW4benO,IfcWallStandardCase,0.324,7.586,4.778,70.593288,16.83668682,0.508596186,2.132455001,4.192825392,0.0488579585667187,1219,2
3Egy$LBd99weR14rW4bto8,IfcWallStandardCase,0.324,1.205,4.778,10.586364,18.55595401,0.512380638,0.292318462,0.57051036,0.0471388644332844,1220,2
3Egy$LBd99weR14rW4bfgK,IfcWallStandardCase,0.324,0.444759694,4.778,3.437064163,24.73718428,0.570061024,0.079206117,0.138943225,0.0467057611555197,1221,2
0otfaO0qPDAhynjJ6DnL_y,IfcWallStandardCase,0.467,20.3,4.77,186.84023,8.412590973,0.262782938,5.836302371,22.209594,0.0448374278886039,1222,2
3Egy$LBd99weR14rW4bmGX,IfcWallStandardCase,6.931,0.324,4.668,59.54958,17.07727477,0.533417278,1.860061122,3.487065752,0.0447351079297145,1223,2
3Egy$LBd99weR14rW4bo02,IfcWallStandardCase,7.363,0.324,4.668,63.517068,17.04512099,0.572219709,2.132323859,3.726407576,0.0439655823260548,1224,2
2d8HbdSu9Fr9Na0iagzese,IfcWallStandardCase,0.254,0.365000147,4.778,2.022985358,49.59511038,1.228668363,0.050117402,0.040790016,0.0437336681473823,1225,2
2$FBrUmUz2c9e1OcADYnGH,IfcWallStandardCase,1.964,0.324,1.668,5.98064,18.62521693,1.589761575,0.510479513,0.321104448,0.0419513519497983,1226,2
3Egy$LBd99weR14rW4bpR0,IfcWallStandardCase,2.936,0.324,4.668,23.15474135,18.70985799,0.61673464,0.763251708,1.237569059,0.0412206104078745,1227,2
0bk1ZfURb7DB4FOIglu8oX,IfcWallStandardCase,0.552,0.254,4.668,3.666032,43.16648279,1.210468978,0.102802399,0.084927744,0.0400293427950546,1228,2
0bk1ZfURb7DB4FOIglu8Y$,IfcWallStandardCase,0.324,16.37,4.668,139.48538,16.94361608,0.584865766,4.814805953,8.23232652,0.0399126026788469,1229,2
0GqcYYjeX4e8lXEYRY1v6V,IfcWallStandardCase,0.324,1.620548149,1.85,5.449304834,18.74906069,1.416289542,0.411636272,0.290644151,0.0396593071657055,1230,2
3Egy$LBd99weR14rW4btp5,IfcWallStandardCase,2.034,0.324,4.778,15.006292,18.78165177,0.711838392,0.568749484,0.798986808,0.0387829062307417,1231,2
2$FBrUmUz2c9e1OcADYnvN,IfcWallStandardCase,0.324,6.344794508,1.85,22.21093091,17.66663221,1.41121166,1.774210518,1.257224956,0.0384336951867051,1232,2
3EmKQSMK11MerZPdy0seJi,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.0373865810670247,1233,2
3NhaIUfh12PAdrGa$S3yIx,IfcWallStandardCase,2.034,0.324,4.778,14.991892,18.78461917,0.67932338,0.542163919,0.798094008,0.0372315298741122,1234,2
3Egy$LBd99weR14rW4bthN,IfcWallStandardCase,0.324,3.52456129,4.778,32.39951837,17.16748739,0.50887812,0.960385503,1.887260356,0.0345054377369995,1235,2
2j55VthSj3Lu0J6fyrpG$a,IfcWallStandardCase,2.811,0.467,3.14,17.74516188,8.992842802,0.381089882,0.751987086,1.973253872,0.0334873980037476,1236,2
0tIhQ6hmz02e5gznEed5_u,IfcWallStandardCase,0.254,0.605546221,2.7,2.341530095,42.7686574,2.157207293,0.118104381,0.05474874,0.0329786840018546,1237,2
3Egy$LBd99weR14rW4bqvO,IfcWallStandardCase,0.324,2.929,4.668,26.1712,17.30952901,0.521581751,0.788607264,1.511953328,0.031957649607955,1238,2
3LbNSBzHHBSuzhUUvuwB0x,IfcWallStandardCase,11.943,0.467,5.227,125.009792,8.171474418,0.223864419,3.424748458,15.29831529,0.0302230687356697,1239,2
0bk1ZfURb7DB4FOIglu8mD,IfcWallStandardCase,6.08,0.324,4.668,55.109984,16.91679589,0.521160001,1.697787187,3.25770816,0.0287188982642081,1240,2
1byTDaqS91rBnWJlv$nm7d,IfcWallStandardCase,1.91,0.324,4.668,13.436716,19.05184599,0.728311291,0.513656891,0.70527108,0.0264517034681334,1241,2
3LbNSBzHHBSuzhUUvuwBYQ,IfcWallStandardCase,20.26,0.467,4.77,194.49131,8.099158906,0.24244492,5.822015681,24.0137664,0.0252227929211368,1242,2
2d8HbdSu9Fr9Na0iagzM0z,IfcWallStandardCase,0.324,4.146,4.778,38.243528,17.07274663,0.508775543,1.139674369,2.240033712,0.024481738956458,1243,2
2d8HbdSu9Fr9Na0iagzMZt,IfcWallStandardCase,0.489,0.254,4.88,3.241692,44.38480269,1.162041836,0.084870981,0.07303608,0.0207947870885258,1244,2
0agAtdlM5AveVOPjIbpOsg,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.0199177270291569,1245,2
3Egy$LBd99weR14rW4bpNc,IfcWallStandardCase,7.768975,0.324,4.668,60.4935664,17.4479696,0.659575005,2.286801574,3.467083437,0.0196610188751113,1246,2
0tIhQ6hmz02e5gznEed4$8,IfcWallStandardCase,0.674,0.254,4.668,4.7694,41.70407389,1.204211048,0.137717101,0.114362928,0.0196023661939998,1247,2
3Egy$LBd99weR14rW4bqjZ,IfcWallStandardCase,0.254,0.489,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.0196023588171258,1248,2
3Egy$LBd99weR14rW4boWr,IfcWallStandardCase,1.102,0.324,4.668,9.392032,18.79395473,0.525944619,0.262833915,0.499736864,0.0194307637843887,1249,2
3Egy$LBd99weR14rW4bgrG,IfcWallStandardCase,1.172,0.254,4.778,9.499032,39.5315222,1.169523638,0.28102491,0.240290064,0.0178501677018794,1250,2
28AXSkbJf0hvSi7hcmmxqq,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.0172800883814859,1251,2
2j55VthSj3Lu0J6fyrpNPq,IfcWallStandardCase,1.964,0.254,0.7,2.008512,42.17082389,10.69668011,0.50946148,0.047628,0.0162368563652343,1252,2
1uDBQ9y7vCyxXlpVEuenD2,IfcWallStandardCase,0.254,0.543,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.0143524954154974,1253,2
2d8HbdSu9Fr9Na0iagzex8,IfcWallStandardCase,0.816025,0.254,4.778,6.2012796,40.72053052,1.172200827,0.178513025,0.152288772,0.0141934456309992,1254,2
0tIhQ6hmz02e5gznEed5An,IfcWallStandardCase,0.254,1.066001929,2.7,4.693537852,40.14650072,2.142487445,0.250478765,0.11691026,0.0141543439516183,1255,2
3LbNSBzHHBSuzhUUvuwASm,IfcWallStandardCase,3.573,0.467,5.337,39.198542,8.472912966,0.211127569,0.976747067,4.626335967,0.0133593623037818,1256,2
2j55VthSj3Lu0J6fyrpNMZ,IfcWallStandardCase,3.484,0.254,0.7,3.692672,41.64605044,10.69311698,0.948137297,0.088668,0.0132505034418729,1257,2
3Egy$LBd99weR14rW4bnA9,IfcWallStandardCase,0.324,6.656,4.668,57.2509,17.16819523,0.57566402,1.919670809,3.334706952,0.0108478380379774,1258,2
3Egy$LBd99weR14rW4btPv,IfcWallStandardCase,4.583,0.324,4.778,38.977088,17.35413517,0.584400032,1.312552383,2.245982736,0.0106241754178645,1259,2
3LbNSBzHHBSuzhUUvuwCp6,IfcWallStandardCase,3.296,0.324,4.668,26.16574,17.76164849,0.580817449,0.855636703,1.473159432,0.00838425891390749,1260,2
0GqcYYjeX4e8lXEYRY1v3B,IfcWallStandardCase,0.324,1.621,1.85,5.450908,18.74861301,1.416286137,0.411766216,0.2907366,0.0079168368257484,1261,2
0aRreihpvAxPVmYNEVbBJO,IfcWallStandardCase,7.675,0.4,2.58,38.62473065,11.48790522,0.62263887,2.093441597,3.362208333,0.00692786478820097,1262,2
2d8HbdSu9Fr9Na0iagzebo,IfcWallStandardCase,0.489,0.254,4.778,3.17172,44.39432426,1.187932677,0.084870981,0.071444268,0.00611561932566908,1263,2
2j55VthSj3Lu0J6fyrpG7s,IfcWallStandardCase,15.4095,0.467,2.744328166,62.32657831,8.834452071,0.642821746,4.535072418,7.054945549,0.00550139438051135,1264,2
1qc5HjZvrCsga38tqxQ3Uc,IfcWallStandardCase,0.254,0.48899911,4.668,3.096251955,44.40510114,1.217179131,0.084870728,0.069727393,0.00472919302682815,1265,2
3LbNSBzHHBSuzhUUvuwFIB,IfcWallStandardCase,12.306,0.324,4.668,112.289568,16.74186717,0.521071486,3.4948845,6.707111392,0.00460133821342373,1266,2
3Egy$LBd99weR14rW4bnqq,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.00448263012578034,1267,2
2j55VthSj3Lu0J6fyrpHlw,IfcWallStandardCase,4.920025,0.324,2.48,23.2593202,17.42995181,1.021416011,1.363023967,1.334445468,0.00432541165725344,1268,2
3Egy$LBd99weR14rW4bs9V,IfcWallStandardCase,0.324,6.215999361,4.778,57.70980199,16.8983511,0.508632536,1.737038291,3.415114389,0.00324638554980022,1269,2
3Egy$LBd99weR14rW4bgDx,IfcWallStandardCase,0.254,0.57743871,4.778,3.991016212,42.77278259,1.179613453,0.110066639,0.093307378,0.00306986102679297,1270,2
3NhaIUfh12PAdrGa$S3xpR,IfcWallStandardCase,0.368,2.872,4.778,27.19607335,13.47069126,0.383852032,0.774961568,2.018907035,0.00299509803283085,1271,2
3Egy$LBd99weR14rW4bpxF,IfcWallStandardCase,0.254,4.646,4.668,40.05848213,38.12393263,1.206698398,1.267930743,1.050743703,0.00261270174562572,1272,2
