global_ids,types,X,Y,Z,areas,ax1s,ax2s,gyrations,volumes,Rand,Rank,Train
3Egy$LBd99weR14rW4bfey,IfcWallStandardCase,0.324,7.106,4.778,62.70338,17.04721136,0.517850302,1.904766921,3.678219192,0.254473385690098,963,2
2d8HbdSu9Fr9Na0iagzeYA,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.252587297241347,964,2
2d8HbdSu9Fr9Na0iagzebc,IfcWallStandardCase,0.254,2.824007162,4.778,24.80322635,38.23610208,1.167970227,0.757646003,0.648686058,0.252023408060391,965,2
3pms57Ad5AVAb74jf4yKX8,IfcWallStandardCase,0.254,0.356,4.668,1.893408,50.30517743,1.266126342,0.04765501,0.037638432,0.249593784674943,966,2
3Egy$LBd99weR14rW4bt8K,IfcWallStandardCase,0.603999799,0.324,4.778,4.934558105,21.51640177,0.531938663,0.12199448,0.229339374,0.249256463401375,967,2
197mqEVor8ZRDjVbXCppmt,IfcWallStandardCase,0.324,3.956,4.778,36.456768,17.09838562,0.508801574,1.084854522,2.132176032,0.248508086884607,968,2
2d8HbdSu9Fr9Na0iagzeYV,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.247008148436681,969,2
2d8HbdSu9Fr9Na0iagzeG6,IfcWallStandardCase,0.254,0.45456129,4.778,2.852679788,45.33056313,1.193707066,0.075120709,0.062930606,0.245414853058882,970,2
2d8HbdSu9Fr9Na0iagzMwD,IfcWallStandardCase,0.254,0.523334331,4.88,3.566769446,43.64993539,1.158093341,0.094631342,0.081713052,0.24492335245046,971,2
2d8HbdSu9Fr9Na0iagzNmi,IfcWallStandardCase,0.254,0.80956129,4.778,6.141399788,40.75495728,1.17229611,0.176654315,0.150690866,0.242661691417818,972,2
3NhaIUfh12PAdrGa$S3w05,IfcWallStandardCase,0.324,2.90896129,4.778,23.23442797,17.93225706,0.614896377,0.796707605,1.295677833,0.242516443205592,973,2
1qc5HjZvrCsga38tqxQ31A,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.242498157436367,974,2
3pms57Ad5AVAb74jf4yKqY,IfcWallStandardCase,0.633,0.254,4.668,4.398596,42.10360226,1.205740172,0.125964611,0.104470776,0.239568263814444,975,2
0tIhQ6hmz02e5gznEedAb0,IfcWallStandardCase,0.254,0.552,4.668,3.666032,43.16648279,1.210468978,0.102802399,0.084927744,0.239223874779508,976,2
3NhaIUfh12PAdrGa$S3zm_,IfcWallStandardCase,0.324,1.299,4.778,11.47034,18.38574047,0.511751193,0.319266999,0.623871528,0.23897871517944,977,2
3Egy$LBd99weR14rW4bfhJ,IfcWallStandardCase,0.324,0.568759694,4.778,4.603160163,21.98949049,0.53650479,0.11230899,0.209334553,0.23892400897582,978,2
2d8HbdSu9Fr9Na0iagzNyk,IfcWallStandardCase,0.324,0.444759694,4.778,3.437064163,24.73718428,0.570061024,0.079206117,0.138943225,0.238865987736383,979,2
3Egy$LBd99weR14rW4br8v,IfcWallStandardCase,3.442,0.324,4.668,30.882592,17.19356298,0.521425135,0.936569093,1.796171744,0.236526366544391,980,2
0tIhQ6hmz02e5gznEed46v,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.235884265950879,981,2
0cxFzHcarEaeck8KCewQ3e,IfcWallStandardCase,7.375,0.4,2.58,34.8102903,11.57430786,0.724342412,2.178494815,3.007548333,0.235050697674909,982,2
3Egy$LBd99weR14rW4bqT5,IfcWallStandardCase,6.122025,0.324,4.668,55.4959416,16.91438215,0.521158363,1.709916082,3.280991355,0.233870689277966,983,2
1qc5HjZvrCsga38tqxQ3Aw,IfcWallStandardCase,0.581999857,0.254,4.668,3.937350709,42.72026866,1.208367187,0.111370213,0.09216587,0.233671583545591,984,2
0tIhQ6hmz02e5gznEed4ci,IfcWallStandardCase,0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0.133702406,0.07452,0.232730176572572,985,2
2j55VthSj3Lu0J6fyrpH1B,IfcWallStandardCase,0.254,5.192972893,1.97,18.40552511,38.5675435,3.020422861,1.441431416,0.477228349,0.232506559476945,986,2
0GqcYYjeX4e8lXEYRY1vQn,IfcWallStandardCase,0.324,1.724,1.85,5.816352,18.65348943,1.415587033,0.441394759,0.3118104,0.230813052125,987,2
3Egy$LBd99weR14rW4bt2T,IfcWallStandardCase,0.324,3.517000147,4.778,28.95242538,17.64483225,0.569586136,0.93460226,1.640844467,0.229371467731359,988,2
3Egy$LBd99weR14rW4bmO0,IfcWallStandardCase,0.324,4.122,4.668,37.127712,17.08660374,0.521304508,1.132749605,2.172913504,0.227603780080269,989,2
2d8HbdSu9Fr9Na0iagzNf7,IfcWallStandardCase,0.254,0.606,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.227170524963813,990,2
2j55VthSj3Lu0J6fyrpHlW,IfcWallStandardCase,6.26624839,0.324,4.778,34.70663159,17.45678921,0.929580535,1.848141074,1.988145195,0.226077605514236,991,2
2d8HbdSu9Fr9Na0iagzMWk,IfcWallStandardCase,0.489,0.254,4.88,3.241692,44.38480269,1.162041836,0.084870981,0.07303608,0.225909634051256,992,2
2d8HbdSu9Fr9Na0iagzMFt,IfcWallStandardCase,0.254,0.643,4.778,4.598376,41.98858172,1.176366404,0.128829668,0.109514916,0.225354477815279,993,2
3pms57Ad5AVAb74jf4yKi$,IfcWallStandardCase,0.553,0.254,4.668,3.675076,43.15038699,1.210390241,0.103087746,0.085169016,0.225031029065007,994,2
3LbNSBzHHBSuzhUUvuwF59,IfcWallStandardCase,0.324,5.9874,4.668,54.2595456,16.92223816,0.521163737,1.671061907,3.206404797,0.224343275063434,995,2
3LbNSBzHHBSuzhUUvuwFmj,IfcWallStandardCase,0.324,0.548999558,4.668,4.313275942,22.30732611,0.552955029,0.106917683,0.193356923,0.223875775133567,996,2
1uDBQ9y7vCyxXlpVEuenPz,IfcWallStandardCase,0.76,0.254,4.668,5.547184,41.05609318,1.202021567,0.162407923,0.13511232,0.223798421080986,997,2
3Egy$LBd99weR14rW4bnW1,IfcWallStandardCase,6.12,0.324,4.668,55.477344,16.91449767,0.521158441,1.709331643,3.27986944,0.222686336490063,998,2
2O2Fr$t4X7Zf8NOew3FLIE,IfcWallStandardCase,0.324,5.624,3.1,30.516192,17.61121854,0.951984538,1.649570294,1.732770048,0.221934877131476,999,2
2d8HbdSu9Fr9Na0iagzNcu,IfcWallStandardCase,0.254,0.43,4.778,2.625144,46.16956121,1.199475406,0.068200684,0.05685876,0.221815674535614,1000,2
1qc5HjZvrCsga38tqxQ33h,IfcWallStandardCase,2.442,0.254,4.668,20.759192,38.37672527,1.196818758,0.647397354,0.540931824,0.220639343510474,1001,2
2j55VthSj3Lu0J6fyrpHdv,IfcWallStandardCase,0.606,0.254,4.778,4.255608,42.40001741,1.178006396,0.118234231,0.100368072,0.220030231000739,1002,2
3pms57Ad5AVAb74jf4yKli,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.219554795639478,1003,2
3Egy$LBd99weR14rW4bp4_,IfcWallStandardCase,0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0.133702406,0.0621,0.218135808538197,1004,2
3NhaIUfh12PAdrGa$S3zYs,IfcWallStandardCase,1.49,0.324,4.778,13.266504,18.11629185,0.510868464,0.374107382,0.73229688,0.217840237678678,1005,2
0mxk1RW8H5mvX1dNnpRq$s,IfcWallStandardCase,0.832025,0.254,4.668,6.1985781,40.6490964,1.200830903,0.183114627,0.152489936,0.215088602862105,1006,2
2d8HbdSu9Fr9Na0iagzMtx,IfcWallStandardCase,0.254,0.577334331,4.88,4.078041446,42.76472681,1.153910333,0.110036811,0.095359932,0.213773957473137,1007,2
2O2Fr$t4X7Zf8NOew3FNqI,IfcWallStandardCase,0.617,17.583,3.3,120.669062,5.819515602,0.23771942,4.929169601,20.7352416,0.213419706397417,1008,2
3LbNSBzHHBSuzhUUvuwAF2,IfcWallStandardCase,2.263,0.368,4.668,20.629384,13.32185143,0.385853298,0.597508229,1.548537312,0.213157967768535,1009,2
0GqcYYjeX4e8lXEYRY1v50,IfcWallStandardCase,6.42,0.324,1.85,22.47776,17.66269688,1.411204757,1.795916108,1.272612,0.212613864618982,1010,2
2_TmT90dD0x8tJSTjyTckN,IfcWallStandardCase,1.91,0.324,2.268,8.009504,18.26574089,1.128693454,0.494930635,0.43849872,0.211080484233877,1011,2
3LbNSBzHHBSuzhUUvuwCuu,IfcWallStandardCase,4.092,0.324,4.668,36.852192,17.09053445,0.521308536,1.124093709,2.156292544,0.210995883138953,1012,2
197mqEVor8ZRDjVbXCppvS,IfcWallStandardCase,3.2,0.384,4.778,30.256704,11.97310388,0.343345289,0.867652772,2.527056,0.209059833029836,1013,2
0tIhQ6hmz02e5gznEed4II,IfcWallStandardCase,0.6565,0.254,4.668,4.61113,41.86582562,1.204813701,0.132698986,0.110140668,0.208451178828457,1014,2
30PrGbafP4_hcDniGrOZF$,IfcWallStandardCase,7.675,0.35,2.8,32.28718658,15.50129705,1.098405265,2.287835375,2.08287,0.20841158841251,1015,2
3LbNSBzHHBSuzhUUvuwCCT,IfcWallStandardCase,0.324,4.246,4.668,38.266528,17.07097521,0.521288798,1.168527991,2.241613472,0.207735965900498,1016,2
1qc5HjZvrCsga38tqxQ3Fk,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.207583132098136,1017,2
3Egy$LBd99weR14rW4bodv,IfcWallStandardCase,0.324,6.289,4.668,50.277464,17.40154085,0.641112062,1.852335311,2.889253568,0.207121633812838,1018,2
1uDBQ9y7vCyxXlpVEuen2R,IfcWallStandardCase,0.324,5.033,4.668,45.494336,16.99048147,0.521215622,1.395626054,2.677636656,0.206390990084403,1019,2
3NhaIUfh12PAdrGa$S3zOf,IfcWallStandardCase,0.384,6.893637115,4.778,65.42202388,11.66393301,0.342860519,1.923075952,5.608916291,0.206026613954435,1020,2
0tIhQ6hmz02e5gznEed4ic,IfcWallStandardCase,0.254,0.952,2.7,4.111216,40.49661151,2.143840362,0.217642674,0.10152,0.205107552590577,1021,2
3LbNSBzHHBSuzhUUvuwBdQ,IfcWallStandardCase,32.533,0.467,5.227,328.404138,8.043826406,0.233340552,9.52656099,40.82685546,0.203202815882902,1022,2
0tIhQ6hmz02e5gznEedAZg,IfcWallStandardCase,0.361,0.254,3.2,1.307388,50.12606395,1.879505172,0.049021254,0.026082,0.20214214353026,1023,2
0apDtFkEXFcRF2pa86fcBR,IfcWallStandardCase,0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2.030309841,2.7417,0.199916877298352,1024,2
3LbNSBzHHBSuzhUUvuwEdu,IfcWallStandardCase,0.740000135,0.324,4.668,6.067425242,20.28036261,0.534604947,0.159941694,0.299177355,0.199509218676137,1025,2
0ztdC3L1HAzhbhMHypqcD5,IfcWallStandardCase,1.91,0.324,4.668,13.436716,19.05184599,0.728311291,0.513656891,0.70527108,0.198894500896844,1026,2
3LbNSBzHHBSuzhUUvuwFe1,IfcWallStandardCase,0.324,1.483753115,4.668,12.80271021,18.16169434,0.523554184,0.369068677,0.704929285,0.198872223912739,1027,2
1qc5HjZvrCsga38tqxQ3Jf,IfcWallStandardCase,0.254,0.543,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.196359378309096,1028,2
2d8HbdSu9Fr9Na0iagzMxf,IfcWallStandardCase,3.775254846,0.254,4.88,34.35595289,38.02378815,1.142402896,1.03220489,0.903538405,0.194988561611147,1029,2
3Egy$LBd99weR14rW4boCk,IfcWallStandardCase,3.353,0.324,4.668,30.065216,17.21097636,0.521446938,0.910896308,1.746862896,0.194335122144492,1030,2
3Egy$LBd99weR14rW4bp4J,IfcWallStandardCase,0.32587,0.324,4.668,2.26405408,32.46606954,0.731414517,0.051005928,0.069736008,0.19398684327196,1031,2
3LbNSBzHHBSuzhUUvuwCyP,IfcWallStandardCase,0.324,2.1664,4.668,19.1674816,17.59374689,0.522079089,0.568778293,1.089448525,0.193872650516709,1032,2
2d8HbdSu9Fr9Na0iagzNx$,IfcWallStandardCase,0.254,0.996,2.3054,3.665148,40.49953811,2.544942952,0.230313554,0.090498514,0.192494328569608,1033,2
3NhaIUfh12PAdrGa$S3z$N,IfcWallStandardCase,0.324,3.662,4.778,33.691992,17.14360501,0.508850612,1.000034166,1.965280464,0.192434363892555,1034,2
3NhaIUfh12PAdrGa$S3yDL,IfcWallStandardCase,0.554,0.324,4.778,4.46436,22.21562177,0.538819548,0.108278961,0.200955888,0.192433441072179,1035,2
2d8HbdSu9Fr9Na0iagzN2h,IfcWallStandardCase,0.543,0.254,3,2.260244,43.58222654,1.93274292,0.10023514,0.0518616,0.189483787242452,1036,2
1qc5HjZvrCsga38tqxQ3yc,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.188633795816296,1037,2
3Egy$LBd99weR14rW4bftQ,IfcWallStandardCase,0.324,2.0385,4.778,18.424598,17.65374761,0.509679853,0.531935009,1.043664972,0.187971917527219,1038,2
2O2Fr$t4X7Zf8NOew3FNtn,IfcWallStandardCase,9,0.617,3.3,45.21723,7.966197393,0.484752809,2.751523492,5.67613728,0.187449660772715,1039,2
3qpE7fVkr8dRZ2wfCc6tpJ,IfcWallStandardCase,1.674999609,0.225,1.7,4.573748808,82.6892659,7.699109228,0.425856866,0.055312485,0.186347057408815,1040,2
0jf0rYHfX3RAB3bSIRjmoa,IfcWallStandardCase,8.583,0.617,0.809,17.709822,8.318813394,1.138132117,2.422955805,2.128887999,0.185540055456792,1041,2
3Egy$LBd99weR14rW4bsiq,IfcWallStandardCase,0.324,10.02427178,4.668,87.95818802,16.91231294,0.557783612,2.900941814,5.200837302,0.185385680096303,1042,2
3Egy$LBd99weR14rW4bfpN,IfcWallStandardCase,0.324,1.244298404,3.2,7.26877643,18.71086033,0.781459823,0.303580736,0.388479006,0.185227952814741,1043,2
1WxvZRhNH0OPt6rkEt3Qn_,IfcWallStandardCase,0.384,0.818,4.778,7.570536,14.54268317,0.357568364,0.186140628,0.520573536,0.183968889406078,1044,2
3Egy$LBd99weR14rW4beZB,IfcWallStandardCase,1.383475,0.254,3.2,7.5526653,39.39364223,1.783799267,0.341995258,0.19172295,0.182178808941661,1045,2
3Egy$LBd99weR14rW4btmg,IfcWallStandardCase,5.84,0.324,4.778,47.421928,17.45106724,0.62229702,1.691044111,2.7174228,0.181634056108947,1046,2
2T9WqYcUX4ueD7$iqk4ZVN,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.181451935373375,1047,2
3LbNSBzHHBSuzhUUvuwFpd,IfcWallStandardCase,0.324,4.117,4.668,37.081792,17.08725467,0.521305173,1.131306951,2.170143344,0.180725222773697,1048,2
2j55VthSj3Lu0J6fyrpGLI,IfcWallStandardCase,1.187579952,0.467,1.941860956,4.897975363,10.66398647,0.642988769,0.295325126,0.459300598,0.180531648287138,1049,2
3LbNSBzHHBSuzhUUvuwDG3,IfcWallStandardCase,1.399000143,0.324,4.02,10.40507313,18.32064898,0.612681145,0.347967592,0.567942388,0.180331387396289,1050,2
3Egy$LBd99weR14rW4bo_Z,IfcWallStandardCase,0.324,9.1,4.668,82.845664,16.80137893,0.521094723,2.569458049,4.9308848,0.179456471299242,1051,2
3Egy$LBd99weR14rW4bskc,IfcWallStandardCase,0.324,1.153,4.668,9.860416,18.67529572,0.525436287,0.277426417,0.527992496,0.179199300990391,1052,2
3Egy$LBd99weR14rW4bpF7,IfcWallStandardCase,3.862,0.324,4.668,34.739872,17.12280948,0.521342779,1.057734214,2.028865184,0.178813468351709,1053,2
3Egy$LBd99weR14rW4bpwZ,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.178782651621122,1054,2
3Egy$LBd99weR14rW4brq5,IfcWallStandardCase,0.554,0.324,4.668,4.3592,22.22637735,0.552085025,0.108278961,0.196127328,0.177947360579663,1055,2
2d8HbdSu9Fr9Na0iagzMZX,IfcWallStandardCase,0.254,0.834915181,4.88,6.516816931,40.61441452,1.146396555,0.183945936,0.160455764,0.177408134503522,1056,2
2d8HbdSu9Fr9Na0iagzeXq,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.176161017464712,1057,2
3Egy$LBd99weR14rW4brfr,IfcWallStandardCase,9.441151133,0.368,4.668,56.39920134,12.96352819,0.565009311,2.458132801,4.350605831,0.176097289743389,1058,2
3Egy$LBd99weR14rW4brrb,IfcWallStandardCase,0.324,7.279,4.668,62.745612,17.05104554,0.53081549,1.953331406,3.679868888,0.175498359480957,1059,2
3Egy$LBd99weR14rW4bfH3,IfcWallStandardCase,0.324,3.576,4.778,31.57399118,17.20384632,0.516976608,0.948800319,1.835286749,0.174974443400053,1060,2
2j55VthSj3Lu0J6fyrpGFZ,IfcWallStandardCase,0.606,0.324,4.88,5.061488,21.48249106,0.520124916,0.12254659,0.23560992,0.17445199727785,1061,2
3LbNSBzHHBSuzhUUvuwDNA,IfcWallStandardCase,0.324,0.623,4.02,4.283984,21.38072486,0.635076364,0.127248117,0.20036664,0.172791934231483,1062,2
0tIhQ6hmz02e5gznEed4nP,IfcWallStandardCase,0.376,0.254,3.2,1.399008,49.06734007,1.863932983,0.053144457,0.028512,0.170507977882979,1063,2
3Egy$LBd99weR14rW4bgLl,IfcWallStandardCase,0.55,0.324,4.778,4.426744,22.28018997,0.53949596,0.107189863,0.1986852,0.17040535141964,1064,2
3Egy$LBd99weR14rW4bpIE,IfcWallStandardCase,1.072671918,0.254,4.668,8.374988826,39.77647664,1.198760218,0.252400521,0.210551299,0.169701371260133,1065,2
3LbNSBzHHBSuzhUUvuwAEs,IfcWallStandardCase,0.324,3.189,4.668,28.55904,17.24577994,0.521492331,0.863592159,1.656001648,0.165802673642466,1066,2
2iCW$mKY5DkvenAq_yfVN5,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.163023389239754,1067,2
3Egy$LBd99weR14rW4bgvK,IfcWallStandardCase,3.679,0.324,4.778,33.85186,17.14078209,0.508847434,1.004938514,1.974930888,0.162774671697382,1068,2
0tIhQ6hmz02e5gznEed55U,IfcWallStandardCase,12.705,0.254,4.668,83.115614,38.02386326,1.884366045,4.118998635,2.18588031,0.162164962764784,1069,2
3LbNSBzHHBSuzhUUvuwDX4,IfcWallStandardCase,0.324,4.406,4.668,39.735968,17.05217101,0.521270543,1.214695161,2.330258592,0.161843480068437,1070,2
2d8HbdSu9Fr9Na0iagzedK,IfcWallStandardCase,0.543,0.254,4.778,3.671976,43.30481282,1.182105761,0.10023514,0.084793716,0.160432926300434,1071,2
2d8HbdSu9Fr9Na0iagzMzv,IfcWallStandardCase,0.254,0.51343871,4.88,3.473077709,43.84522025,1.159100698,0.091814952,0.079212231,0.160133199021265,1072,2
2O2Fr$t4X7Zf8NOew3FL9r,IfcWallStandardCase,0.324,5.624,3.1,30.516192,17.61121854,0.952342137,1.650189931,1.732770048,0.157243835120454,1073,2
1qc5HjZvrCsga38tqxQ3mh,IfcWallStandardCase,0.254,1.436,4.668,11.660928,39.10278759,1.197613103,0.357142829,0.298212192,0.155830588673817,1074,2
3Egy$LBd99weR14rW4bsMN,IfcWallStandardCase,0.324,2.39,4.778,21.730104,17.47914626,0.509339023,0.633211129,1.24320168,0.154530707229918,1075,2
3LbNSBzHHBSuzhUUvuwFEe,IfcWallStandardCase,0.324,0.6925,4.668,5.631184,20.63757354,0.537305289,0.14660953,0.27286076,0.153983686831902,1076,2
1u_i8s72f2yQaqtXLqpHw2,IfcWallStandardCase,0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0.57420769,0.268374147,0.153049850760884,1077,2
1qc5HjZvrCsga38tqxQ3NB,IfcWallStandardCase,0.606,0.254,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.152849514389105,1078,2
2d8HbdSu9Fr9Na0iagzN0q,IfcWallStandardCase,0.324,1.47546717,1.09,2.807367421,19.94427617,2.628091206,0.369931582,0.140760557,0.152349526827543,1079,2
3Egy$LBd99weR14rW4btYz,IfcWallStandardCase,0.324,3.52456129,4.778,32.39951837,17.16748739,0.50887812,0.960385503,1.887260356,0.15187789585034,1080,2
1uDBQ9y7vCyxXlpVEuenJC,IfcWallStandardCase,0.293,0.254,4.668,1.323636,58.99004096,1.383541922,0.031044323,0.022438296,0.151542201982478,1081,2
0tIhQ6hmz02e5gznEed4bO,IfcWallStandardCase,0.605975,0.254,4.668,4.1541819,42.41107634,1.207009636,0.118227077,0.0979504,0.150790602308385,1082,2
3Egy$LBd99weR14rW4bmnW,IfcWallStandardCase,4.383,0.368,4.668,40.286024,12.83051523,0.384890254,1.208501586,3.139860192,0.150407122746342,1083,2
0tIhQ6hmz02e5gznEed4ch,IfcWallStandardCase,0.334,0.254,3.2,1.142472,52.62907684,1.921195661,0.041705315,0.021708,0.14961329185092,1084,2
3Egy$LBd99weR14rW4brHV,IfcWallStandardCase,0.254,0.553,4.668,3.675076,43.15038699,1.210390241,0.103087746,0.085169016,0.14921593211063,1085,2
0tIhQ6hmz02e5gznEed7Vs,IfcWallStandardCase,0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0.133702406,0.0621,0.148272110948958,1086,2
3Egy$LBd99weR14rW4bqms,IfcWallStandardCase,8.740025,0.324,4.668,79.5396536,16.81085118,0.521099076,2.465552727,4.731447131,0.147183393307059,1087,2
2d8HbdSu9Fr9Na0iagze_2,IfcWallStandardCase,0.254,0.57,4.778,3.922104,42.87931444,1.180093835,0.107941342,0.09146844,0.146529536365567,1088,2
3LbNSBzHHBSuzhUUvuwBiP,IfcWallStandardCase,0.467,17.04,4.77,157.3125,8.414674248,0.259852883,4.857954741,18.6950196,0.146459626008926,1089,2
12Rd7E8LD4JQlYoOheDyxk,IfcWallStandardCase,0.684025,0.324,3.2,3.7681882,20.9277169,0.801068809,0.144238287,0.1800573,0.145989467734478,1090,2
3Egy$LBd99weR14rW4bpqV,IfcWallStandardCase,2.034,0.324,4.668,14.575532,18.83214112,0.70099342,0.542548612,0.773971048,0.145166799919789,1091,2
0$T_kKFfj6eQu9LjJc1L4V,IfcWallStandardCase,0.467,13.59004772,5.227,138.4297132,8.347936086,0.239052553,3.964090758,16.58250755,0.144946879968609,1092,2
0tIhQ6hmz02e5gznEed4t2,IfcWallStandardCase,0.254,0.536,4.668,3.521328,43.43704556,1.211825135,0.098239503,0.081067392,0.144679435284303,1093,2
1qc5HjZvrCsga38tqxQ3Et,IfcWallStandardCase,0.254,0.395000627,4.668,2.246129671,47.74104189,1.241500689,0.058410362,0.047048191,0.143680665171346,1094,2
0bk1ZfURb7DB4FOIglu8la,IfcWallStandardCase,8.903,0.324,4.668,81.036416,16.80646565,0.521097038,2.512594691,4.821740496,0.142953615296741,1095,2
3Egy$LBd99weR14rW4bsLu,IfcWallStandardCase,0.324,3.559,4.778,32.72338,17.16131956,0.508870909,0.970320265,1.906810248,0.142816530040124,1096,2
2d8HbdSu9Fr9Na0iagzM3O,IfcWallStandardCase,0.254,1.176,4.778,9.536088,39.52308936,1.16950892,0.28217784,0.241278912,0.14213203071438,1097,2
3_XIV0Pe96tB6TwiOFBmX8,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.141733002873995,1098,2
2Xm8mTFlXE_vTXaS55sSYP,IfcWallStandardCase,1.91,0.324,2.378,8.412984,18.21689655,1.071688734,0.494930635,0.46182312,0.141419809498674,1099,2
2d8HbdSu9Fr9Na0iagzemr,IfcWallStandardCase,0.876000201,0.254,4.778,6.756889866,40.43248803,1.171442725,0.195766075,0.167115362,0.141385215208724,1100,2
2d8HbdSu9Fr9Na0iagzLEY,IfcWallStandardCase,0.254,0.523438795,4.88,3.567758514,43.64793758,1.158083193,0.094661086,0.081739452,0.140966982639043,1101,2
3LbNSBzHHBSuzhUUvuwC5I,IfcWallStandardCase,0.324,4.122,4.668,37.127712,17.08660374,0.521304508,1.132749605,2.172913504,0.140202589356659,1102,2
0tIhQ6hmz02e5gznEed4oq,IfcWallStandardCase,0.254,0.898,2.7,3.835384,40.70236655,2.144723934,0.202097336,0.09423,0.139264434914823,1103,2
3Egy$LBd99weR14rW4bm76,IfcWallStandardCase,2.19,0.368,4.668,19.952528,13.3574146,0.385948245,0.576507011,1.49374176,0.137346373392371,1104,2
0tIhQ6hmz02e5gznEed4tZ,IfcWallStandardCase,0.612,0.254,4.668,4.208672,42.33903354,1.20670498,0.119951379,0.099404064,0.136109350064817,1105,2
3Egy$LBd99weR14rW4bqow,IfcWallStandardCase,2.446,0.324,4.668,21.735328,17.46713178,0.521837637,0.649351728,1.244355872,0.136076654542716,1106,2
3pms57Ad5AVAb74jf4yKgf,IfcWallStandardCase,3.716,0.324,4.668,33.399008,17.14548805,0.521368087,1.015612787,1.947976512,0.135353983237196,1107,2
3Egy$LBd99weR14rW4bsgX,IfcWallStandardCase,2.323,0.324,4.668,20.605696,17.51872295,0.521932164,0.613901797,1.176209936,0.134679708276055,1108,2
1hKSb0Kzj5WhBzrZEEbQOO,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.134080250813688,1109,2
23Qg$xw3P9OhBvGA7GvuhR,IfcWallStandardCase,7.675,0.4,2.58,38.62473065,11.48790522,0.62263887,2.093441597,3.362208333,0.133153998340372,1110,2
3NhaIUfh12PAdrGa$S3zk_,IfcWallStandardCase,0.384,1.23778029,4.778,11.56852348,13.23362741,0.348046179,0.304253722,0.874176303,0.133067221683068,1111,2
3Egy$LBd99weR14rW4brLm,IfcWallStandardCase,3.736600732,0.324,4.668,33.58820512,17.14217462,0.521364325,1.021556033,1.959389977,0.13295888902349,1112,2
3NhaIUfh12PAdrGa$S3xok,IfcWallStandardCase,0.368,2.872,4.778,27.19607335,13.47069126,0.384461428,0.776191881,2.018907035,0.132884211209146,1113,2
2MXp30c_16cel5w3ARqyYL,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.132371296446901,1114,2
0tIhQ6hmz02e5gznEed41W,IfcWallStandardCase,0.254,0.552,4.668,3.662252,47.88307564,1.255696578,0.096039723,0.076483224,0.131993918406744,1115,2
2d8HbdSu9Fr9Na0iagzeJi,IfcWallStandardCase,0.254,0.50856129,4.778,3.352935788,43.95560349,1.185470058,0.09042772,0.076280054,0.131453346003527,1116,2
3Egy$LBd99weR14rW4bg4m,IfcWallStandardCase,0.324,2.929,4.778,23.422872,17.92036555,0.632489916,0.826697998,1.307053248,0.130265261915515,1117,2
1uDBQ9y7vCyxXlpVEuenHM,IfcWallStandardCase,1.431,0.254,4.668,11.615708,39.10935998,1.197622389,0.355700834,0.297005832,0.130066946606266,1118,2
0tIhQ6hmz02e5gznEed6Ta,IfcWallStandardCase,0.5434,0.254,4.668,3.5882536,43.30877643,1.21117453,0.100349207,0.082852805,0.13003326068079,1119,2
2g$QZpOGbBUxSNx_ZgxJK2,IfcWallStandardCase,0.467,5.200513712,2.687,28.87088753,8.694777356,0.435351987,1.445580229,3.32048612,0.130013864705881,1120,2
1aj$VJZFn2TxepZUBcKphf,IfcWallStandardCase,0.324,3.675,0.688,4.374424,20.80293248,4.773579826,1.003784547,0.2102792,0.129693045988616,1121,2
0tIhQ6hmz02e5gznEed4Ij,IfcWallStandardCase,0.6025,0.254,4.668,4.122754,42.45360871,1.207191569,0.117232763,0.09711198,0.125729632961136,1122,2
